group,feature,v3_mean,tally_mean,mean_difference,v3_std,tally_std,smd_tally_minus_v3,abs_smd,v3_median,tally_median,robust_median_shift,ks_statistic,ks_pvalue
baseline_correct,geom_up_distance_mass,0.022951865623440842,0.15149234723370839,0.12854048161026754,0.0792724602261238,0.41026529881198087,0.43504145120811766,0.43504145120811766,0.000153507421973,0.00981574130275275,0.13228272102146293,0.4862811925263737,1.2162419755018476e-155
baseline_correct,baseline_numprob_6,0.08376560710365206,0.008160995855321282,-0.07560461124833079,0.25000466511675534,0.05278279941990692,-0.41845177495119684,0.41845177495119684,6.957584310229787e-06,1.1471464151554064e-05,0.019336488632628834,0.25524445030998616,8.388340905407144e-42
baseline_correct,baseline_numprob_3,0.17720321717261092,0.057455671461005234,-0.11974754571160569,0.3750916244656082,0.18571524711842513,-0.40460807757311473,0.40460807757311473,1.0129642714157791e-05,0.00029594180731859997,0.0739843276734919,0.4235858834933623,7.851745315108494e-117
baseline_correct,geom_up_boundary_gap,0.9204430078459972,0.8287883308362543,-0.09165467700974295,0.17686619986622723,0.2686207781186629,-0.4030212490074206,0.4030212490074206,0.9994444377699369,0.9774102825721289,-0.16499735869327917,0.33937252595695155,3.1490023315914834e-74
baseline_correct,baseline_entropy,0.14701516565173622,0.2765679268961455,0.1295527612444093,0.26227997024306926,0.3874074267027832,0.3916185881733044,0.3916185881733044,0.0037256016243886,0.0817450215935413,0.2582553908646607,0.31820911119292,3.815784947085454e-65
baseline_correct,baseline_entropy_norm,0.05302451260530733,0.09975079415050256,0.04672628154519523,0.09459750309854523,0.13972769332691498,0.3916185881733039,0.3916185881733039,0.0013437267469583,0.0294832843175908,0.2582553908646607,0.31820911119292,3.815784947085454e-65
baseline_correct,geom_p_up2,0.0008592188505626162,0.010253413904349104,0.009394195053786487,0.004639496187088334,0.03547956613156307,0.37129109788331327,0.37129109788331327,1.0203385714553823e-05,0.0001489100540671,0.11492089209468519,0.5007355080601033,1.701082111458651e-165
baseline_correct,geom_p_down1,0.03567109643768868,0.012476344905264633,-0.02319475153242405,0.08900216388146683,0.050504971518622335,-0.3205435616249118,0.3205435616249118,0.0001088928787069,2.116277555094635e-05,-0.018085184461569474,0.2647844452007906,5.4354151412717984e-45
baseline_correct,baseline_top1_prob,0.9414975699297992,0.8967300243391406,-0.04476754559065854,0.12036162686152745,0.16301735989067578,-0.3124355544089666,0.3124355544089666,0.9996158042658868,0.9858974989529741,-0.16212803142365645,0.3185880560591432,2.6580563591520453e-65
baseline_correct,geom_down_distance_mass,0.040006559738455516,0.014617116093669804,-0.025389443644785712,0.09573973408149394,0.0657076912426232,-0.30921837555890846,0.30921837555890846,0.0001952518387093,2.1412404013180544e-05,-0.0260733773191114,0.28017840508202885,2.1391991276436014e-50
baseline_correct,geom_down_mass,0.03653498791980853,0.013413541262509009,-0.023121446657299524,0.09032482198272841,0.055125908053789065,-0.30900865568403474,0.30900865568403474,0.0001815675969471,2.1395101841491472e-05,-0.031437532622884144,0.26870741211527643,2.445829235691215e-46
baseline_correct,baseline_conditional_margin,0.8894143811170073,0.8170568937339083,-0.072357487383099,0.22856898233049505,0.2813717531668263,-0.28227857556589775,0.28227857556589775,0.9993369455891118,0.9750937054939985,-0.15702506575733435,0.32368065829900833,1.9671403077597245e-67
baseline_correct,baseline_numprob_8,0.030209817053430562,0.001958104640276973,-0.02825171241315359,0.13995575489631906,0.024196729449416088,-0.2813024451731306,0.2813024451731306,1.4583888984879795e-06,2.308568759139879e-06,0.058153327404532336,0.22398574364649923,3.2793113712560046e-32
baseline_correct,baseline_numprob_9,0.020033892782155623,0.0009977296743069503,-0.019036163107848673,0.10846062661674018,0.017087050341837558,-0.2451876847121588,0.2451876847121588,6.890543767953843e-07,9.964476400233342e-07,0.05671783647051836,0.263171421228476,1.9180938877125507e-44
baseline_correct,geom_top2_prob,0.052083188812791864,0.07967313060523212,0.02758994179244026,0.10897803869848532,0.12483503930025068,0.23545911967589647,0.23545911967589647,0.0002611723547515,0.009704394290200601,0.143032879405022,0.33002624829918586,3.8734730748103507e-70
baseline_correct,baseline_numprob_7,0.02505992002404246,0.0038941730401086797,-0.021165746983933777,0.12283725720232126,0.03549244145593112,-0.23410296665326216,0.23410296665326216,2.2595465901383336e-06,4.357722884750164e-06,0.05746191256054386,0.21864115464732273,1.0617715335631451e-30
baseline_correct,baseline_numprob_10,0.007899628755823885,0.0004795472271397068,-0.007420081528684178,0.05910284347540557,0.006450664575512607,-0.176499663730196,0.176499663730196,7.809264264590581e-07,7.335761523495569e-07,-0.01545085476790909,0.22936969351772743,9.044346127200331e-34
baseline_correct,baseline_numprob_15,4.2477626689452987e-07,0.00013632130192719016,0.00013589652566029563,7.775754383128041e-07,0.0015987285774980214,0.12021220464914761,0.12021220464914761,1.2525059273378868e-07,2.3795072234745785e-07,0.11795931463734606,0.2260359820113097,8.44453188215847e-33
baseline_correct,baseline_numprob_14,6.591502029436373e-07,0.00015122842769284904,0.0001505692774899054,5.845931100672769e-06,0.0017769945047385034,0.11982927435526897,0.11982927435526897,4.688851144701045e-08,3.051758874849854e-07,0.2562499368170825,0.42780868763906543,2.989758129046431e-119
baseline_correct,baseline_numprob_13,1.1040122379275983e-05,0.000145134411737519,0.000134094289358243,0.00013815480854055876,0.0016085748136811361,0.11745949028282478,0.11745949028282478,3.887580906933441e-08,2.1014047291064946e-07,0.22067830522905416,0.39798896815088025,9.16006468544736e-103
baseline_correct,baseline_numprob_11,0.002567249435559667,0.0003144304237424275,-0.0022528190118172396,0.02731640095417785,0.0030730402230756495,-0.11590092307426354,0.11590092307426354,2.1024043387087305e-07,8.84275705480189e-07,0.2735470440973362,0.4338698760441243,9.105343983335787e-123
baseline_correct,geom_down_boundary_gap,0.9058264734921105,0.884253679433876,-0.021572794058234535,0.19734231243633646,0.18753361177163522,-0.11206620269237866,0.11206620269237866,0.999474803507854,0.9850172420663168,-0.1354126881843421,0.2986556332739833,2.597995629878699e-57
baseline_correct,baseline_numprob_2,0.20038599132667848,0.24253915176249988,0.0421531604358214,0.3983498592289469,0.3747899161629903,0.10899349254933148,0.10899349254933148,1.2273295148398076e-05,0.0124287216911145,0.06719888652863731,0.6560500361579775,6.990815045352575e-296
baseline_correct,geom_p_down2,0.0001645876976665084,0.000686078101823928,0.0005214904041574197,0.0012174261251469251,0.008566744942116972,0.08523221816194543,0.08523221816194543,3.089313597515422e-06,0.0,-0.5726436751731432,0.5323469190084457,2.5213214801795926e-188
baseline_correct,baseline_numprob_12,0.00029336148317210986,0.00033349016641342707,4.012868324131721e-05,0.003531453590521009,0.004996003170797186,0.009275833863231298,0.009275833863231298,1.5378411420007798e-07,7.804799070447704e-07,0.2844559066425112,0.411017416799992,8.464530302658979e-110
