alpha,feature,ridge_coef_standardized,abs_coef,scaler_mean,scaler_scale
1.5,geom_up_boundary_gap,1.3182142009325593,1.3182142009325593,0.850140349799551,0.23716932901579027
1.5,geom_local_asymmetry,-1.0623785929860068,1.0623785929860068,0.018388733864148705,0.15378152644045082
1.5,geom_up_mass,-0.9632146259761122,0.9632146259761122,0.05660975777752894,0.11565254758752253
1.5,geom_down_boundary_gap,0.7132535059102241,0.7132535059102241,0.8685290836636997,0.2092745069726338
1.5,baseline_numprob_12,0.6861798821043807,0.6861798821043807,0.0003174033077843838,0.0064031975823155
1.5,baseline_top1_prob,-0.3657664701636406,0.3657664701636406,0.905544053978212,0.14127926761491846
1.5,baseline_numprob_13,-0.35496526405873,0.35496526405873,9.62823837967822e-06,0.00019160570210330127
1.5,baseline_numprob_11,-0.27758415520211793,0.27758415520211793,0.0020221712144012144,0.027567573241399832
1.5,baseline_conditional_margin,-0.1557542659211425,0.1557542659211425,0.8177377517370221,0.2735078215133602
1.5,baseline_numprob_14,-0.1491051413775455,0.1491051413775455,5.361677067666297e-07,5.580397329298716e-06
1.5,baseline_numprob_10,0.13283566347673165,0.13283566347673165,0.006142299644453246,0.0470889954046335
1.5,baseline_best_numeral,-0.10839332496344221,0.10839332496344221,4.888,2.3574257146302617
1.5,geom_top2_prob,-0.06818882562849449,0.06818882562849449,0.08780630224118986,0.13308938848409105
1.5,baseline_vocab_numeral_mass,0.04528529147076026,0.04528529147076026,0.984386313020344,0.0229913814593945
1.5,baseline_numprob_15,0.0432768071078211,0.0432768071078211,5.092615811533367e-07,6.972043028902016e-07
1.5,baseline_expected_numeral,0.039859854889476014,0.039859854889476014,4.904833860992918,2.3601459748913887
1.5,geom_p_down2,-0.031571409748504496,0.031571409748504496,0.000131970537109326,0.0010022088966305186
1.5,baseline_numprob_9,0.027895819608597338,0.027895819608597338,0.03173724984045591,0.12800425066828716
1.5,geom_up_down_logratio,0.027373120566294318,0.027373120566294318,0.7816250345194553,4.440435566835954
1.5,baseline_entropy_norm,-0.02508068203989466,0.02508068203989466,0.08240100769875769,0.09977037710786282
1.5,baseline_entropy,-0.025080682027252953,0.025080682027252953,0.22846410464676906,0.2766222223828705
1.5,baseline_numprob_1,-0.023391574243601814,0.023391574243601814,0.10178598403062854,0.3009663347630182
1.5,baseline_numprob_7,0.01796128121416466,0.01796128121416466,0.14709084852242094,0.3126855141585288
1.5,baseline_numprob_8,0.017462354806068593,0.017462354806068593,0.11129707669575009,0.26888012058647554
1.5,baseline_numprob_5,-0.011600808077000408,0.011600808077000408,0.10141540256904716,0.2740415051097269
1.5,baseline_numprob_2,-0.009143182483767888,0.009143182483767888,0.1118264805340267,0.31168846703835984
1.5,baseline_numprob_4,-0.008842533805551835,0.008842533805551835,0.1139122509696662,0.2994796511034993
1.5,baseline_numprob_0,0.006085496887446692,0.006085496887446692,4.1636746722537664e-05,0.0004672236943500778
1.5,baseline_numprob_6,-0.002557843780277216,0.002557843780277216,0.16873449958181733,0.3424674661932947
1.5,baseline_numprob_3,-0.0007484163806146691,0.0007484163806146691,0.10366602267515808,0.29355948343075805
2.0,geom_p_down1,-3.554022348568344,3.554022348568344,0.03701497031451224,0.09318666597285259
2.0,geom_down_mass,3.1402135958104895,3.1402135958104895,0.03784618824425898,0.09386526146666196
2.0,geom_signed_tail_mass,-2.5482699926279864,2.5482699926279864,0.01876356953326998,0.15624521333330574
2.0,geom_local_asymmetry,1.4885070775227067,1.4885070775227067,0.018388733864148705,0.15378152644045082
2.0,baseline_top1_prob,-1.354472988903159,1.354472988903159,0.905544053978212,0.14127926761491846
2.0,geom_p_up1,-0.9099126822784362,0.9099126822784362,0.055403704178660945,0.11240925085721881
2.0,geom_up_mass,-0.8940401272218852,0.8940401272218852,0.05660975777752894,0.11565254758752253
2.0,baseline_numprob_12,0.7497688173258045,0.7497688173258045,0.0003174033077843838,0.0064031975823155
2.0,geom_down_boundary_gap,0.6681585043233941,0.6681585043233941,0.8685290836636997,0.2092745069726338
2.0,baseline_conditional_margin,-0.6303017060281081,0.6303017060281081,0.8177377517370221,0.2735078215133602
2.0,geom_expected_minus_pred,0.5024731384933667,0.5024731384933667,0.016833860992917882,0.15941488573271406
2.0,geom_signed_distance_mass,0.5024731384580589,0.5024731384580589,0.016833860992917976,0.159414885732714
2.0,baseline_numprob_13,-0.4056961921457634,0.4056961921457634,9.62823837967822e-06,0.00019160570210330127
2.0,geom_up_distance_mass,0.40105335407889386,0.40105335407889386,0.057874787567668846,0.12006049598759855
2.0,geom_up_boundary_gap,-0.37558123255885045,0.37558123255885045,0.850140349799551,0.23716932901579027
2.0,geom_down_distance_mass,-0.33171440579483213,0.33171440579483213,0.04104092657475086,0.09632090971138188
2.0,baseline_numprob_11,-0.2198734963486575,0.2198734963486575,0.0020221712144012144,0.027567573241399832
2.0,baseline_numprob_14,-0.2048867450212109,0.2048867450212109,5.361677067666297e-07,5.580397329298716e-06
2.0,geom_top2_prob,-0.14250952387952753,0.14250952387952753,0.08780630224118986,0.13308938848409105
2.0,geom_p_up2,-0.11042492544097232,0.11042492544097232,0.0011660318917660227,0.011531309036386122
2.0,baseline_numprob_10,0.08883603056048789,0.08883603056048789,0.006142299644453246,0.0470889954046335
2.0,baseline_numprob_15,0.07512040448793378,0.07512040448793378,5.092615811533367e-07,6.972043028902016e-07
2.0,geom_up_down_logratio,0.06647768169600721,0.06647768169600721,0.7816250345194553,4.440435566835954
