alpha,sample_rank,row_index,feature_rank,feature,raw_feature_value,standardized_z,ridge_coef,score_contribution,abs_score_contribution
2.0,5,1920,6,geom_signed_tail_mass,-0.7981474876860591,-5.2283909362181635,-2.5482699926279864,13.32335173249289,13.32335173249289
2.0,5,1920,7,geom_expected_minus_pred,-4.129515111499417,-26.00979797736322,0.5024731384933667,-13.069224821264118,13.069224821264118
2.0,5,1920,8,geom_signed_distance_mass,-4.129515111499417,-26.00979797736323,0.5024731384580589,-13.069224820345774,13.069224820345774
2.0,5,1920,9,baseline_numprob_12,0.0655319161652025,10.184679141797696,0.7497688173258045,7.636154834988448,7.636154834988448
2.0,5,1920,10,baseline_top1_prob,0.2018525123139408,-4.980854965799416,-1.354472988903159,6.746433512819477,6.746433512819477
2.0,6,277,1,baseline_numprob_15,0.1349831690440977,193605.60344070932,0.07512040448793378,14543.731241596588,14543.731241596588
2.0,6,277,2,baseline_numprob_14,0.0871516841858887,15617.3732577451,-0.2048867450212109,-3199.792772560698,3199.792772560698
2.0,6,277,3,baseline_numprob_13,0.0438226188820155,228.66224837095254,-0.4056961921457634,-92.76740345158424,92.76740345158424
2.0,6,277,4,geom_down_mass,0.8650168309559025,8.812319166717806,3.1402135958104895,27.67256445794862,27.67256445794862
2.0,6,277,5,geom_down_distance_mass,6.241271266377534,64.37055420657146,-0.33171440579483213,-21.352640139316883,21.352640139316883
2.0,6,277,6,geom_expected_minus_pred,-6.241271266377531,-39.25671745525206,0.5024731384933667,-19.725446026687834,19.725446026687834
2.0,6,277,7,geom_signed_distance_mass,-6.241271266377534,-39.256717455252094,0.5024731384580589,-19.725446025301782,19.725446025301782
2.0,6,277,8,geom_signed_tail_mass,-0.8650168309559025,-5.656367844075151,-2.5482699926279864,14.413952444322563,14.413952444322563
2.0,6,277,9,baseline_top1_prob,0.1349831690440977,-5.454168173028854,-1.354472988903159,7.387523467302874,7.387523467302874
2.0,6,277,10,baseline_numprob_12,0.0411675406244618,6.3796465424553315,0.7497688173258045,4.783260043093391,4.783260043093391
2.0,7,3308,1,baseline_numprob_15,0.2029627970771808,291108.77109369036,0.07512040448793378,21868.208634543345,21868.208634543345
2.0,7,3308,2,baseline_numprob_14,0.2953091272341942,52918.91842826873,-0.2048867450212109,-10842.384946810953,10842.384946810953
2.0,7,3308,3,baseline_numprob_13,0.0958728367900219,500.3150088923713,-0.4056961921457634,-202.9758939810088,202.9758939810088
2.0,7,3308,4,baseline_numprob_12,0.3791844251485795,59.168410309117874,0.7497688173258045,44.36262902051524,44.36262902051524
2.0,7,3308,5,geom_signed_tail_mass,0.5674739473513736,3.5118540025132323,-2.5482699926279864,-8.949152173094959,8.949152173094959
2.0,7,3308,6,baseline_top1_prob,0.3791844251485795,-3.7256678755181443,-1.354472988903159,5.046316503013544,5.046316503013544
2.0,7,3308,7,geom_up_mass,0.594144761101397,4.647844034019891,-0.8940401272218852,-4.155359071482623,4.155359071482623
2.0,7,3308,8,geom_up_distance_mass,1.295379482489953,10.307342850308649,0.40105335407889386,4.13379442175739,4.13379442175739
2.0,7,3308,9,geom_expected_minus_pred,1.2491632733642195,7.730328361163898,0.5024731384933667,3.8842823532183077,3.8842823532183077
2.0,7,3308,10,geom_signed_distance_mass,1.2491632733642204,7.730328361163906,0.5024731384580589,3.8842823529453705,3.8842823529453705
2.0,8,3443,1,baseline_numprob_15,0.1480319185754326,212321.42242983833,0.07512040448793378,15949.671134382912,15949.671134382912
2.0,8,3443,2,baseline_numprob_14,0.1480319185754326,26527.032695417194,-0.2048867450212109,-5435.037384035268,5435.037384035268
2.0,8,3443,3,baseline_numprob_13,0.089785897232084,468.5469587189155,-0.4056961921457634,-190.08771699374222,190.08771699374222
2.0,8,3443,4,geom_down_mass,0.7039361628491347,7.096235222670213,3.1402135958104895,22.283694325298278,22.283694325298278
2.0,8,3443,5,geom_down_distance_mass,3.055007292532933,31.290883516251018,-0.33171440579483213,-10.379636832388513,10.379636832388513
2.0,8,3443,6,geom_signed_tail_mass,-0.5559042442737021,-3.6779866822612863,-2.5482699926279864,9.3725030956918,9.3725030956918
2.0,8,3443,7,baseline_numprob_12,0.0792357762030929,12.324838001761355,0.7497688173258045,9.240779212312743,9.240779212312743
2.0,8,3443,8,geom_expected_minus_pred,-2.906975373957499,-18.340879658206298,0.5024731384933667,-9.215799364588065,9.215799364588065
2.0,8,3443,9,geom_signed_distance_mass,-2.9069753739575006,-18.340879658206315,0.5024731384580589,-9.215799363940498,9.215799363940498
2.0,8,3443,10,baseline_top1_prob,0.1480319185754326,-5.361806783055474,-1.354472988903159,7.26242245936638,7.26242245936638
2.0,9,1379,1,baseline_numprob_15,0.199682705446285,286404.13628679304,0.07512040448793378,21514.794564881206,21514.794564881206
2.0,9,1379,2,baseline_numprob_14,0.3292211238602385,58995.904460785874,-0.2048867450212109,-12087.478834552754,12087.478834552754
2.0,9,1379,3,baseline_numprob_13,0.3292211238602385,1718.1717037020614,-0.4056961921457634,-697.0557176445252,697.0557176445252
2.0,9,1379,4,baseline_numprob_12,0.1211136830675387,18.864993342290777,0.7497688173258045,14.144383747108531,14.144383747108531
2.0,9,1379,5,geom_signed_tail_mass,0.3870287824732858,2.3569695677935707,-2.5482699926279864,-6.0061948231457105,6.0061948231457105
2.0,9,1379,6,baseline_top1_prob,0.3292211238602385,-4.079317084859494,-1.354472988903159,5.525324804613361,5.525324804613361
2.0,9,1379,7,geom_up_mass,0.5289038293065236,4.083732536644521,-0.8940401272218852,-3.65102075660182,3.65102075660182
2.0,9,1379,8,geom_down_mass,0.1418750468332377,1.1082785789280154,3.1402135958104895,3.4802314614952827,3.4802314614952827
2.0,9,1379,9,geom_p_down1,0.1211136830675387,0.9024758196363238,-3.554022348568344,-3.207419232030029,3.207419232030029
2.0,9,1379,10,geom_up_distance_mass,0.7285865347528087,5.586448245677912,0.40105335407889386,2.240463806317279,2.240463806317279
2.0,10,2401,1,baseline_numprob_15,0.1180274383805304,169286.00215127558,0.07512040448793378,12716.832955749049,12716.832955749049
2.0,10,2401,2,baseline_numprob_14,0.1041588487908123,18665.03520748316,-0.2048867450212109,-3824.2183093675267,3824.2183093675267
2.0,10,2401,3,baseline_numprob_13,0.1041588487908123,543.5601310877595,-0.4056961921457634,-220.52027538455602,220.52027538455602
2.0,10,2401,4,baseline_numprob_12,0.1337426092203382,20.837277656565007,0.7497688173258045,15.623141024852156,15.623141024852156
2.0,10,2401,5,geom_up_distance_mass,2.3009799445003787,18.683124190694727,0.40105335407889386,7.49292962135064,7.49292962135064
2.0,10,2401,6,baseline_top1_prob,0.1515502307471473,-5.336903538360687,-1.354472988903159,7.228691687091245,7.228691687091245
2.0,10,2401,7,geom_signed_tail_mass,0.4178034299856736,2.5539333457925717,-2.5482699926279864,-6.508111708255205,6.508111708255205
2.0,10,2401,8,geom_down_mass,0.2153231696335894,1.8907631920075647,3.1402135958104895,5.937400282000194,5.937400282000194
2.0,10,2401,9,geom_expected_minus_pred,1.774734533291774,11.02720529653845,0.5024731384933667,5.540874454162351,5.540874454162351
2.0,10,2401,10,geom_signed_distance_mass,1.7747345332917757,11.027205296538463,0.5024731384580589,5.540874453773012,5.540874453773012
2.0,11,2292,1,baseline_numprob_15,0.0857817912174844,123036.0765134469,0.07512040448793378,9242.5198342985,9242.5198342985
2.0,11,2292,2,baseline_numprob_14,0.0757021650475884,13565.634203576503,-0.2048867450212109,-2779.4186361191964,2779.4186361191964
2.0,11,2292,3,baseline_numprob_13,0.0757021650475884,395.04323711827874,-0.4056961921457634,-160.26753703182158,160.26753703182158
2.0,11,2292,4,geom_up_distance_mass,2.811836887551113,22.938120297853093,0.40105335407889386,9.199410081719138,9.199410081719138
2.0,11,2292,5,baseline_numprob_12,0.0668069261734446,10.383799970391749,0.7497688173258045,7.7854494231483455,7.7854494231483455
2.0,11,2292,6,baseline_top1_prob,0.1101460002122513,-5.629970109513579,-1.354472988903159,7.625642441668303,7.625642441668303
2.0,11,2292,7,geom_down_mass,0.2628930397714969,2.3975520657039624,3.1402135958104895,7.528825593387107,7.528825593387107
2.0,11,2292,8,geom_expected_minus_pred,2.237518780635797,13.930223074438807,0.5024731384933667,6.999562908125983,6.999562908125983
2.0,11,2292,9,geom_signed_distance_mass,2.2375187806357992,13.930223074438825,0.5024731384580589,6.999562907634146,6.999562907634146
2.0,11,2292,10,geom_signed_tail_mass,0.3640679202447549,2.210015547643524,-2.5482699926279864,-5.631716303301299,5.631716303301299
2.0,12,2125,1,baseline_numprob_15,0.059948856731889,85983.90345813564,0.07512040448793378,6459.145607226597,6459.145607226597
2.0,12,2125,2,baseline_numprob_14,0.0466882165670306,8366.372077880525,-0.2048867450212109,-1714.1587426732856,1714.1587426732856
2.0,12,2125,3,baseline_numprob_13,0.059948856731889,312.8259119407313,-0.4056961921457634,-126.9122812788806,126.9122812788806
2.0,12,2125,4,geom_down_mass,0.2979362777036867,2.770887604162309,3.1402135958104895,8.701178927053236,8.701178927053236
2.0,12,2125,5,geom_up_distance_mass,2.636380822748692,21.476723163357292,0.40105335407889386,8.613311859288313,8.613311859288313
2.0,12,2125,6,baseline_top1_prob,0.12691173069732,-5.511299261567462,-1.354472988903159,7.464905983555053,7.464905983555053
2.0,12,2125,7,baseline_numprob_12,0.059948856731889,9.312761734667717,0.7497688173258045,6.982418351838821,6.982418351838821
2.0,12,2125,8,geom_expected_minus_pred,1.901899925918053,11.824906163943599,0.5024731384933667,5.941697712586298,5.941697712586298
2.0,12,2125,9,geom_signed_distance_mass,1.901899925918052,11.824906163943597,0.5024731384580589,5.941697712168785,5.941697712168785
2.0,12,2125,10,geom_signed_tail_mass,0.2772157138953067,1.654144398079581,-2.5482699926279864,-4.215206533099878,4.215206533099878
