sample_id,fold,ridge_alpha,threshold,baseline_correct,selected_alpha,selected_score,selected_utility
pccv2_n04_distractors_r10,5,0.01,0.1,True,1.0,-0.027118802122308473,0
pccv2_n04_distractors_r11,4,0.01,0.1,False,1.0,-0.07191953444389373,0
pccv2_n04_distractors_r12,3,0.01,0.1,False,1.0,-0.017278232330326597,0
pccv2_n04_distractors_r13,2,0.01,0.1,True,1.0,-1.616943070004526,0
pccv2_n04_distractors_r14,1,0.01,0.1,False,1.0,-0.006035077304696308,0
pccv2_n04_distractors_r15,5,0.01,0.1,True,1.0,-0.08403178473006052,0
pccv2_n04_distractors_r16,4,0.01,0.1,True,1.0,-0.24871518763921502,0
pccv2_n04_distractors_r17,3,0.01,0.1,True,1.0,-0.12499641066005562,0
pccv2_n04_distractors_r18,2,0.01,0.1,False,1.0,-0.37285829596780334,0
pccv2_n04_distractors_r19,1,0.01,0.1,True,1.0,-0.11251836073186568,0
pccv2_n04_grid_r00,5,0.01,0.1,True,1.0,-0.03497665431965561,0
pccv2_n04_grid_r01,4,0.01,0.1,False,4.0,0.5480053633188673,1
pccv2_n04_grid_r02,3,0.01,0.1,False,4.0,0.4917843610634279,1
pccv2_n04_grid_r03,2,0.01,0.1,False,4.0,0.5096987636300072,1
pccv2_n04_grid_r04,1,0.01,0.1,False,4.0,0.47730471619889014,1
pccv2_n04_grid_r05,5,0.01,0.1,False,4.0,0.4464160579056027,1
pccv2_n04_grid_r06,4,0.01,0.1,False,4.0,0.5192229418845802,1
pccv2_n04_grid_r07,3,0.01,0.1,True,1.0,-0.015329198255909499,0
pccv2_n04_grid_r08,2,0.01,0.1,True,1.0,-0.032184109630845475,0
pccv2_n04_grid_r09,1,0.01,0.1,False,4.0,0.5029960628821459,1
pccv2_n04_grid_r10,5,0.01,0.1,True,1.0,-0.02703891190644906,0
pccv2_n04_grid_r11,4,0.01,0.1,True,1.0,-0.029065003619364687,0
pccv2_n04_grid_r12,3,0.01,0.1,False,4.0,0.4460560815546141,1
pccv2_n04_grid_r13,2,0.01,0.1,True,1.0,-0.02808447479124626,0
pccv2_n04_grid_r14,1,0.01,0.1,True,1.0,0.034305903642824646,0
pccv2_n04_grid_r15,5,0.01,0.1,True,1.0,-0.03872550706693104,0
pccv2_n04_grid_r16,4,0.01,0.1,True,4.0,0.13198865959667588,0
pccv2_n04_grid_r17,3,0.01,0.1,False,4.0,0.28083210913790324,0
pccv2_n04_grid_r18,2,0.01,0.1,False,4.0,0.43248710480932,1
pccv2_n04_grid_r19,1,0.01,0.1,True,1.0,-0.014373481939187424,0
pccv2_n04_random_sparse_r00,5,0.01,0.1,True,1.0,0.014713255264217193,0
pccv2_n04_random_sparse_r01,4,0.01,0.1,True,1.0,0.06257987534731635,0
pccv2_n04_random_sparse_r02,3,0.01,0.1,True,1.0,0.09774761426110394,0
pccv2_n04_random_sparse_r03,2,0.01,0.1,True,1.0,0.006281329881665438,0
pccv2_n04_random_sparse_r04,1,0.01,0.1,True,4.0,0.13752953496020343,0
pccv2_n04_random_sparse_r05,5,0.01,0.1,False,2.0,0.19455430584481168,1
pccv2_n04_random_sparse_r06,4,0.01,0.1,True,4.0,0.1855160530625669,0
pccv2_n04_random_sparse_r07,3,0.01,0.1,True,4.0,0.3059996776253637,0
pccv2_n04_random_sparse_r08,2,0.01,0.1,True,4.0,0.14875438590822648,0
pccv2_n04_random_sparse_r09,1,0.01,0.1,True,1.0,0.09798652135681107,0
pccv2_n04_random_sparse_r10,5,0.01,0.1,True,4.0,0.13271480575278224,0
pccv2_n04_random_sparse_r11,4,0.01,0.1,True,1.0,-0.023152045551197303,0
pccv2_n04_random_sparse_r12,3,0.01,0.1,True,1.0,-0.008647759090167807,0
pccv2_n04_random_sparse_r13,2,0.01,0.1,True,1.0,0.07604519228674039,0
pccv2_n04_random_sparse_r14,1,0.01,0.1,True,4.0,0.19052746638238388,0
pccv2_n04_random_sparse_r15,5,0.01,0.1,True,4.0,0.11220350610316494,0
pccv2_n04_random_sparse_r16,4,0.01,0.1,True,4.0,0.15156431769393391,0
pccv2_n04_random_sparse_r17,3,0.01,0.1,True,1.0,-0.05975896148698297,0
pccv2_n04_random_sparse_r18,2,0.01,0.1,True,1.0,0.023472045034700184,0
pccv2_n04_random_sparse_r19,1,0.01,0.1,True,4.0,0.3874010947096975,0
pccv2_n04_row_r00,5,0.01,0.1,True,1.0,-0.02501290830931361,0
pccv2_n04_row_r01,4,0.01,0.1,True,1.0,-0.040042086575311595,0
pccv2_n04_row_r02,3,0.01,0.1,True,1.0,-0.032234702858795275,0
pccv2_n04_row_r03,2,0.01,0.1,True,1.0,-0.030804531589026046,0
pccv2_n04_row_r04,1,0.01,0.1,True,1.0,0.0006823903799797384,0
pccv2_n04_row_r05,5,0.01,0.1,True,1.0,-0.037287311953974646,0
pccv2_n04_row_r06,4,0.01,0.1,True,1.0,-0.03887650485700965,0
pccv2_n04_row_r07,3,0.01,0.1,False,4.0,0.5279967719050287,1
pccv2_n04_row_r08,2,0.01,0.1,True,1.0,0.02742759516862031,0
pccv2_n04_row_r09,1,0.01,0.1,True,1.0,-0.014289068455755513,0
pccv2_n04_row_r10,5,0.01,0.1,True,1.0,-0.03531519404165199,0
pccv2_n04_row_r11,4,0.01,0.1,True,1.0,-0.026709500464661567,0
pccv2_n04_row_r12,3,0.01,0.1,True,1.0,-0.02241851588644407,0
pccv2_n04_row_r13,2,0.01,0.1,True,1.0,-0.00575661866845109,0
pccv2_n04_row_r14,1,0.01,0.1,True,1.0,-0.005772302800500348,0
pccv2_n04_row_r15,5,0.01,0.1,True,1.0,-0.022717744177689465,0
pccv2_n04_row_r16,4,0.01,0.1,True,1.0,0.06925475715935236,0
pccv2_n04_row_r17,3,0.01,0.1,True,1.0,-0.017715409570165278,0
pccv2_n04_row_r18,2,0.01,0.1,True,1.0,-0.02435243674127205,0
pccv2_n04_row_r19,1,0.01,0.1,True,1.0,-0.018269042102445184,0
pccv2_n05_dense_r00,5,0.01,0.1,False,4.0,0.36873617745328763,1
pccv2_n05_dense_r01,4,0.01,0.1,True,1.0,0.09238336932570362,0
pccv2_n05_dense_r02,3,0.01,0.1,False,4.0,0.32550418618460886,0
pccv2_n05_dense_r03,2,0.01,0.1,False,4.0,0.1394283164076196,0
pccv2_n05_dense_r04,1,0.01,0.1,True,1.0,0.024681234784747638,0
pccv2_n05_dense_r05,5,0.01,0.1,True,1.0,-0.022582942686685994,0
pccv2_n05_dense_r06,4,0.01,0.1,False,4.0,0.5770838741312645,1
pccv2_n05_dense_r07,3,0.01,0.1,False,4.0,0.5397102659362524,1
pccv2_n05_dense_r08,2,0.01,0.1,False,4.0,0.16574804799698123,0
pccv2_n05_dense_r09,1,0.01,0.1,False,4.0,0.1476873830780024,0
pccv2_n05_dense_r10,5,0.01,0.1,True,1.0,0.05684294179334138,0
pccv2_n05_dense_r11,4,0.01,0.1,True,1.0,0.024707026103679197,0
pccv2_n05_dense_r12,3,0.01,0.1,False,1.0,0.011283280452172128,0
pccv2_n05_dense_r13,2,0.01,0.1,False,4.0,0.4058135282623394,1
pccv2_n05_dense_r14,1,0.01,0.1,True,1.0,-0.008302010266369078,0
pccv2_n05_dense_r15,5,0.01,0.1,False,4.0,0.20186124650522574,0
pccv2_n05_dense_r16,4,0.01,0.1,False,4.0,0.5640787869319941,1
pccv2_n05_dense_r17,3,0.01,0.1,True,1.0,-0.054684575177986465,0
pccv2_n05_dense_r18,2,0.01,0.1,True,1.0,-0.020879706202064113,0
pccv2_n05_dense_r19,1,0.01,0.1,True,1.0,-0.02995539214450628,0
pccv2_n05_distractors_r00,5,0.01,0.1,False,1.0,-0.06942157866543242,0
pccv2_n05_distractors_r01,4,0.01,0.1,False,1.0,-0.03159924034941934,0
pccv2_n05_distractors_r02,3,0.01,0.1,True,1.0,0.0654466915413599,0
pccv2_n05_distractors_r03,2,0.01,0.1,True,1.0,0.06693382929314953,0
pccv2_n05_distractors_r04,1,0.01,0.1,False,1.0,-0.17631979073995116,0
pccv2_n05_distractors_r05,5,0.01,0.1,True,1.0,0.09268063385291646,0
pccv2_n05_distractors_r06,4,0.01,0.1,False,1.0,-0.10567733206001005,0
pccv2_n05_distractors_r07,3,0.01,0.1,False,1.0,0.031982695544208316,0
pccv2_n05_distractors_r08,2,0.01,0.1,False,1.0,-0.1168191873832171,0
pccv2_n05_distractors_r09,1,0.01,0.1,False,1.0,-0.07715298993098339,0
pccv2_n05_distractors_r10,5,0.01,0.1,False,1.0,-0.020582491468601395,0
pccv2_n05_distractors_r11,4,0.01,0.1,False,1.0,-0.1409392993266982,0
pccv2_n05_distractors_r12,3,0.01,0.1,True,1.0,0.0027461092064796147,0
pccv2_n05_distractors_r13,2,0.01,0.1,True,2.0,0.15651189172477778,-1
pccv2_n05_distractors_r14,1,0.01,0.1,True,1.0,-0.1898845006292278,0
pccv2_n05_distractors_r15,5,0.01,0.1,False,1.0,-0.09680488756896055,0
pccv2_n05_distractors_r16,4,0.01,0.1,False,1.0,-0.12919006245155082,0
pccv2_n05_distractors_r17,3,0.01,0.1,False,1.0,0.044163976867166506,0
pccv2_n05_distractors_r18,2,0.01,0.1,True,1.0,-0.23042913840029516,0
pccv2_n05_distractors_r19,1,0.01,0.1,False,1.0,-0.21951416039178892,0
pccv2_n05_grid_r00,5,0.01,0.1,True,4.0,0.24113687703460351,0
pccv2_n05_grid_r01,4,0.01,0.1,False,4.0,0.2970629043256454,0
pccv2_n05_grid_r02,3,0.01,0.1,False,4.0,0.4322921124258394,0
pccv2_n05_grid_r03,2,0.01,0.1,False,4.0,0.3211982224171011,0
pccv2_n05_grid_r04,1,0.01,0.1,False,4.0,0.3634529245675817,0
pccv2_n05_grid_r05,5,0.01,0.1,False,4.0,0.41291049576894645,1
pccv2_n05_grid_r06,4,0.01,0.1,False,4.0,0.6970923925610688,1
pccv2_n05_grid_r07,3,0.01,0.1,True,1.0,-0.04465883857969501,0
pccv2_n05_grid_r08,2,0.01,0.1,False,4.0,0.5952402957420013,1
pccv2_n05_grid_r09,1,0.01,0.1,True,1.0,0.09611268821423341,0
pccv2_n05_grid_r10,5,0.01,0.1,False,4.0,0.5647374393014942,1
pccv2_n05_grid_r11,4,0.01,0.1,True,1.0,0.03200632385528995,0
pccv2_n05_grid_r12,3,0.01,0.1,False,4.0,0.42257736002238616,0
pccv2_n05_grid_r13,2,0.01,0.1,False,4.0,0.3014256613940883,0
pccv2_n05_grid_r14,1,0.01,0.1,True,1.0,-0.02162123005500783,0
pccv2_n05_grid_r15,5,0.01,0.1,False,4.0,0.3610293359683482,0
pccv2_n05_grid_r16,4,0.01,0.1,True,1.0,-0.041676009153225856,0
pccv2_n05_grid_r17,3,0.01,0.1,True,1.0,0.0451416061803258,0
pccv2_n05_grid_r18,2,0.01,0.1,True,4.0,0.441408848254841,0
pccv2_n05_grid_r19,1,0.01,0.1,False,4.0,0.5602046433410481,1
pccv2_n05_random_sparse_r00,5,0.01,0.1,True,4.0,1.427486370573183,0
pccv2_n05_random_sparse_r01,4,0.01,0.1,True,4.0,0.3740647416389594,0
pccv2_n05_random_sparse_r02,3,0.01,0.1,True,1.0,0.02031926200444257,0
pccv2_n05_random_sparse_r03,2,0.01,0.1,True,1.0,-0.034191495183066495,0
pccv2_n05_random_sparse_r04,1,0.01,0.1,True,1.0,0.00228206123909884,0
pccv2_n05_random_sparse_r05,5,0.01,0.1,True,1.0,0.054676738076665135,0
pccv2_n05_random_sparse_r06,4,0.01,0.1,True,4.0,0.15716306446825795,0
pccv2_n05_random_sparse_r07,3,0.01,0.1,True,4.0,0.2791428420428191,0
pccv2_n05_random_sparse_r08,2,0.01,0.1,True,4.0,1.1363720647161633,0
pccv2_n05_random_sparse_r09,1,0.01,0.1,True,1.0,0.0025885688694516767,0
pccv2_n05_random_sparse_r10,5,0.01,0.1,True,1.0,0.07338273151786577,0
pccv2_n05_random_sparse_r11,4,0.01,0.1,True,4.0,0.37020402143286224,0
pccv2_n05_random_sparse_r12,3,0.01,0.1,True,4.0,0.14323742284040059,0
pccv2_n05_random_sparse_r13,2,0.01,0.1,True,1.0,0.04323414770680696,0
pccv2_n05_random_sparse_r14,1,0.01,0.1,True,1.0,-0.011278198650264035,0
pccv2_n05_random_sparse_r15,5,0.01,0.1,True,1.0,0.0009518629864810474,0
pccv2_n05_random_sparse_r16,4,0.01,0.1,True,4.0,0.12800095773750347,0
pccv2_n05_random_sparse_r17,3,0.01,0.1,True,1.0,-0.04674477231187462,0
pccv2_n05_random_sparse_r18,2,0.01,0.1,True,1.0,-0.022358019485565414,0
pccv2_n05_random_sparse_r19,1,0.01,0.1,True,4.0,0.17146834878017098,0
pccv2_n05_row_r00,5,0.01,0.1,True,1.0,-0.010075847353010182,0
pccv2_n05_row_r01,4,0.01,0.1,False,4.0,0.2277563382494378,0
pccv2_n05_row_r02,3,0.01,0.1,False,4.0,0.24990367617723516,0
pccv2_n05_row_r03,2,0.01,0.1,False,4.0,0.7719958516684098,1
pccv2_n05_row_r04,1,0.01,0.1,True,1.0,0.06274002189585542,0
pccv2_n05_row_r05,5,0.01,0.1,True,1.0,-0.056133400380872035,0
pccv2_n05_row_r06,4,0.01,0.1,False,4.0,0.5712726353833224,1
pccv2_n05_row_r07,3,0.01,0.1,True,1.0,-0.05247620973017854,0
pccv2_n05_row_r08,2,0.01,0.1,False,4.0,0.4783674717422978,0
pccv2_n05_row_r09,1,0.01,0.1,False,4.0,0.5953022845017393,1
pccv2_n05_row_r10,5,0.01,0.1,True,1.0,-0.015066253187548808,0
pccv2_n05_row_r11,4,0.01,0.1,False,4.0,0.555427643394957,1
pccv2_n05_row_r12,3,0.01,0.1,False,4.0,0.5694657908944908,1
pccv2_n05_row_r13,2,0.01,0.1,False,4.0,0.28253582224513146,0
pccv2_n05_row_r14,1,0.01,0.1,False,4.0,0.5042439165349636,0
pccv2_n05_row_r15,5,0.01,0.1,False,4.0,0.37997796125553684,0
pccv2_n05_row_r16,4,0.01,0.1,False,4.0,0.4712364648220299,1
pccv2_n05_row_r17,3,0.01,0.1,False,4.0,0.4623642459002955,0
pccv2_n05_row_r18,2,0.01,0.1,False,4.0,0.5191539600510364,1
pccv2_n05_row_r19,1,0.01,0.1,False,4.0,0.5272755966182717,1
pccv2_n06_dense_r00,5,0.01,0.1,False,4.0,0.15766737895183405,0
pccv2_n06_dense_r01,4,0.01,0.1,False,4.0,0.44292917470799015,1
pccv2_n06_dense_r02,3,0.01,0.1,True,4.0,0.2525163591280311,0
pccv2_n06_dense_r03,2,0.01,0.1,False,4.0,0.37965848695583043,1
pccv2_n06_dense_r04,1,0.01,0.1,True,1.0,0.026076625054928956,0
pccv2_n06_dense_r05,5,0.01,0.1,False,4.0,0.5527773509206213,1
pccv2_n06_dense_r06,4,0.01,0.1,False,1.0,-0.003128972558187724,0
pccv2_n06_dense_r07,3,0.01,0.1,False,4.0,0.44922752752584155,1
pccv2_n06_dense_r08,2,0.01,0.1,True,1.0,-0.036185408463963314,0
pccv2_n06_dense_r09,1,0.01,0.1,False,4.0,0.5533024856387848,1
pccv2_n06_dense_r10,5,0.01,0.1,True,4.0,0.20481205316371418,0
pccv2_n06_dense_r11,4,0.01,0.1,False,4.0,0.22293100307562214,0
pccv2_n06_dense_r12,3,0.01,0.1,False,4.0,0.14987724721614698,0
pccv2_n06_dense_r13,2,0.01,0.1,True,1.0,0.07458939047245135,0
pccv2_n06_dense_r14,1,0.01,0.1,False,1.0,0.024721193429891916,0
pccv2_n06_dense_r15,5,0.01,0.1,False,1.0,0.07552219338516585,0
pccv2_n06_dense_r16,4,0.01,0.1,False,4.0,0.36084444037481295,1
pccv2_n06_dense_r17,3,0.01,0.1,False,1.0,0.012050025700167173,0
pccv2_n06_dense_r18,2,0.01,0.1,True,4.0,0.32533853367565996,0
pccv2_n06_dense_r19,1,0.01,0.1,False,4.0,0.1546419624541578,0
pccv2_n06_distractors_r00,5,0.01,0.1,True,1.0,-0.011378213134226003,0
pccv2_n06_distractors_r01,4,0.01,0.1,True,1.0,-0.04459545275682099,0
pccv2_n06_distractors_r02,3,0.01,0.1,True,1.0,-0.018854663151824207,0
pccv2_n06_distractors_r03,2,0.01,0.1,True,1.0,0.04187891240539478,0
pccv2_n06_distractors_r04,1,0.01,0.1,True,1.0,-0.046129649302786555,0
pccv2_n06_distractors_r05,5,0.01,0.1,False,1.0,0.09146512680089554,0
pccv2_n06_distractors_r06,4,0.01,0.1,True,1.0,-0.018963493813150212,0
pccv2_n06_distractors_r07,3,0.01,0.1,True,1.0,0.016714769540131166,0
pccv2_n06_distractors_r08,2,0.01,0.1,True,0.0,0.2208016043645437,0
pccv2_n06_distractors_r09,1,0.01,0.1,False,1.0,-0.01967188452299707,0
pccv2_n06_distractors_r10,5,0.01,0.1,True,1.0,0.09987844898503463,0
pccv2_n06_distractors_r11,4,0.01,0.1,True,1.0,-0.0278691935162947,0
pccv2_n06_distractors_r12,3,0.01,0.1,False,1.0,-0.036305700567234825,0
pccv2_n06_distractors_r13,2,0.01,0.1,True,1.0,0.02210426455381294,0
pccv2_n06_distractors_r14,1,0.01,0.1,True,1.0,-0.039947484511278566,0
pccv2_n06_distractors_r15,5,0.01,0.1,True,1.0,-0.05774336074735782,0
pccv2_n06_distractors_r16,4,0.01,0.1,True,1.0,-0.10032327845682208,0
pccv2_n06_distractors_r17,3,0.01,0.1,True,1.0,-0.0272789898422428,0
pccv2_n06_distractors_r18,2,0.01,0.1,True,1.0,0.004127060532370858,0
pccv2_n06_distractors_r19,1,0.01,0.1,False,1.0,-0.23429897775377928,0
pccv2_n06_grid_r00,5,0.01,0.1,False,2.0,0.2789011652779071,1
pccv2_n06_grid_r01,4,0.01,0.1,True,1.0,0.0004295744225011333,0
pccv2_n06_grid_r02,3,0.01,0.1,True,1.0,-0.0719771936912566,0
pccv2_n06_grid_r03,2,0.01,0.1,True,4.0,0.24797282770556256,0
pccv2_n06_grid_r04,1,0.01,0.1,True,1.0,-0.05584132088708807,0
pccv2_n06_grid_r05,5,0.01,0.1,True,1.0,-0.07267627839798262,0
pccv2_n06_grid_r06,4,0.01,0.1,True,1.0,-0.08943770502662768,0
pccv2_n06_grid_r07,3,0.01,0.1,True,1.0,0.003844041534845898,0
pccv2_n06_grid_r08,2,0.01,0.1,False,4.0,0.51562479848272,1
pccv2_n06_grid_r09,1,0.01,0.1,True,1.0,-0.020545885051203985,0
pccv2_n06_grid_r10,5,0.01,0.1,False,4.0,0.3687983717931893,1
pccv2_n06_grid_r11,4,0.01,0.1,True,1.0,0.03284361467705471,0
pccv2_n06_grid_r12,3,0.01,0.1,False,4.0,0.44114798614291256,1
pccv2_n06_grid_r13,2,0.01,0.1,True,1.0,-0.007020674382064718,0
pccv2_n06_grid_r14,1,0.01,0.1,True,1.0,-0.002596109740223935,0
pccv2_n06_grid_r15,5,0.01,0.1,True,1.0,-0.026907805293412183,0
pccv2_n06_grid_r16,4,0.01,0.1,True,1.0,-0.059117109988358896,0
pccv2_n06_grid_r17,3,0.01,0.1,False,2.0,0.39115237638982825,1
pccv2_n06_grid_r18,2,0.01,0.1,True,4.0,0.24545559654321275,0
pccv2_n06_grid_r19,1,0.01,0.1,True,1.0,0.0008739149044849227,0
pccv2_n06_random_sparse_r00,5,0.01,0.1,True,4.0,0.18078988299187732,0
pccv2_n06_random_sparse_r01,4,0.01,0.1,True,4.0,0.11973101023634584,0
pccv2_n06_random_sparse_r02,3,0.01,0.1,True,1.0,0.025362487133994867,0
pccv2_n06_random_sparse_r03,2,0.01,0.1,True,1.0,0.03783297967266104,0
pccv2_n06_random_sparse_r04,1,0.01,0.1,True,4.0,0.1512141972427905,0
pccv2_n06_random_sparse_r05,5,0.01,0.1,True,4.0,0.18406332034705808,0
pccv2_n06_random_sparse_r06,4,0.01,0.1,True,1.0,0.04152355092810546,0
pccv2_n06_random_sparse_r07,3,0.01,0.1,False,4.0,0.4281512186403899,1
pccv2_n06_random_sparse_r08,2,0.01,0.1,True,1.0,0.09640972019565525,0
pccv2_n06_random_sparse_r09,1,0.01,0.1,True,4.0,0.1072416506120778,0
pccv2_n06_random_sparse_r10,5,0.01,0.1,True,1.0,-0.02405972173608948,0
pccv2_n06_random_sparse_r11,4,0.01,0.1,True,1.0,0.01516686715702559,0
pccv2_n06_random_sparse_r12,3,0.01,0.1,False,4.0,0.4955486942247576,1
pccv2_n06_random_sparse_r13,2,0.01,0.1,True,4.0,0.16209166020697469,0
pccv2_n06_random_sparse_r14,1,0.01,0.1,True,4.0,0.19816373393894987,0
pccv2_n06_random_sparse_r15,5,0.01,0.1,False,4.0,0.5611180325313068,1
pccv2_n06_random_sparse_r16,4,0.01,0.1,True,4.0,0.1016647154678188,0
pccv2_n06_random_sparse_r17,3,0.01,0.1,True,4.0,0.1791782267622251,0
pccv2_n06_random_sparse_r18,2,0.01,0.1,False,4.0,0.7128830146129712,1
pccv2_n06_random_sparse_r19,1,0.01,0.1,True,1.0,-0.0026912788904161072,0
pccv2_n06_row_r00,5,0.01,0.1,False,1.0,0.07465732380883904,0
pccv2_n06_row_r01,4,0.01,0.1,False,4.0,0.1285888977679565,0
pccv2_n06_row_r02,3,0.01,0.1,False,4.0,0.18453867344246447,0
pccv2_n06_row_r03,2,0.01,0.1,False,1.0,0.05628711267663973,0
pccv2_n06_row_r04,1,0.01,0.1,False,4.0,0.10543747618438132,0
pccv2_n06_row_r05,5,0.01,0.1,False,4.0,0.2501845090336602,0
pccv2_n06_row_r06,4,0.01,0.1,False,4.0,0.2671414545500979,0
pccv2_n06_row_r07,3,0.01,0.1,False,4.0,0.23799595551065214,0
pccv2_n06_row_r08,2,0.01,0.1,False,4.0,0.1831342668858144,0
pccv2_n06_row_r09,1,0.01,0.1,False,1.0,0.030671555005147386,0
pccv2_n06_row_r10,5,0.01,0.1,False,1.0,0.07861809859937781,0
pccv2_n06_row_r11,4,0.01,0.1,False,1.0,0.06914196912555198,0
pccv2_n06_row_r12,3,0.01,0.1,False,1.0,0.09296546254078199,0
pccv2_n06_row_r13,2,0.01,0.1,False,4.0,0.10274409264623191,0
pccv2_n06_row_r14,1,0.01,0.1,False,1.0,0.03812034836272775,0
pccv2_n06_row_r15,5,0.01,0.1,False,1.0,0.06884248418612286,0
pccv2_n06_row_r16,4,0.01,0.1,False,4.0,0.2120874761833862,0
pccv2_n06_row_r17,3,0.01,0.1,False,1.0,0.02032000952453645,0
pccv2_n06_row_r18,2,0.01,0.1,False,4.0,0.19102522405446104,0
pccv2_n06_row_r19,1,0.01,0.1,False,4.0,0.3396108982593967,0
pccv2_n07_dense_r00,5,0.01,0.1,False,1.0,0.021199550689568206,0
pccv2_n07_dense_r01,4,0.01,0.1,False,1.0,0.0812615723419682,0
pccv2_n07_dense_r02,3,0.01,0.1,False,1.0,0.07754280880638426,0
pccv2_n07_dense_r03,2,0.01,0.1,False,4.0,0.24137132901703412,1
pccv2_n07_dense_r04,1,0.01,0.1,False,1.0,0.04271770404390145,0
pccv2_n07_dense_r05,5,0.01,0.1,False,4.0,0.4318654170365289,1
pccv2_n07_dense_r06,4,0.01,0.1,False,4.0,0.39182744878437364,1
pccv2_n07_dense_r07,3,0.01,0.1,False,4.0,0.2736728561983431,1
pccv2_n07_dense_r08,2,0.01,0.1,False,1.0,0.07330310005867964,0
pccv2_n07_dense_r09,1,0.01,0.1,False,1.0,0.06035508231580693,0
pccv2_n07_dense_r10,5,0.01,0.1,False,1.0,0.0913522036688712,0
pccv2_n07_dense_r11,4,0.01,0.1,False,1.0,0.0766926741219076,0
pccv2_n07_dense_r12,3,0.01,0.1,False,4.0,0.13555166114954592,0
pccv2_n07_dense_r13,2,0.01,0.1,False,1.0,0.06956713297587998,0
pccv2_n07_dense_r14,1,0.01,0.1,False,1.0,0.00590932111689961,0
pccv2_n07_dense_r15,5,0.01,0.1,False,1.0,0.0752050920812219,0
pccv2_n07_dense_r16,4,0.01,0.1,False,4.0,0.3300001637119086,1
pccv2_n07_dense_r17,3,0.01,0.1,False,1.0,0.04924499437007374,0
pccv2_n07_dense_r18,2,0.01,0.1,False,1.0,0.05211357230491427,0
pccv2_n07_dense_r19,1,0.01,0.1,False,4.0,0.13376163846471995,1
pccv2_n07_distractors_r00,5,0.01,0.1,True,1.0,-0.011505730410598693,0
pccv2_n07_distractors_r01,4,0.01,0.1,True,1.0,-0.12216794701021493,0
pccv2_n07_distractors_r02,3,0.01,0.1,False,1.0,0.00639604181901194,0
pccv2_n07_distractors_r03,2,0.01,0.1,True,1.0,-0.08952575510686586,0
pccv2_n07_distractors_r04,1,0.01,0.1,False,1.0,-0.027279891025576937,0
pccv2_n07_distractors_r05,5,0.01,0.1,False,1.0,-0.05312868031731314,0
pccv2_n07_distractors_r06,4,0.01,0.1,True,1.0,-0.08972927626240457,0
pccv2_n07_distractors_r07,3,0.01,0.1,False,1.0,-0.1014761904214765,0
pccv2_n07_distractors_r08,2,0.01,0.1,True,1.0,-0.13304298058685746,0
pccv2_n07_distractors_r09,1,0.01,0.1,True,1.0,-0.044623017657985604,0
pccv2_n07_distractors_r10,5,0.01,0.1,True,1.0,0.02480949524873973,0
pccv2_n07_distractors_r11,4,0.01,0.1,True,1.0,0.041808374305383686,0
pccv2_n07_distractors_r12,3,0.01,0.1,True,1.0,-0.14268989038708338,0
pccv2_n07_distractors_r13,2,0.01,0.1,True,1.0,0.0005836976599368502,0
pccv2_n07_distractors_r14,1,0.01,0.1,False,1.0,-0.0632174645531094,0
pccv2_n07_distractors_r15,5,0.01,0.1,True,1.5,0.49795937379430627,-1
pccv2_n07_distractors_r16,4,0.01,0.1,False,1.0,-0.0892090228399976,0
pccv2_n07_distractors_r17,3,0.01,0.1,False,1.0,-0.050709954438828135,0
pccv2_n07_distractors_r18,2,0.01,0.1,False,1.0,0.09997241728302242,0
pccv2_n07_distractors_r19,1,0.01,0.1,False,1.0,-0.04825446873492929,0
pccv2_n07_grid_r00,5,0.01,0.1,False,4.0,0.1990424968993565,0
pccv2_n07_grid_r01,4,0.01,0.1,False,4.0,0.2507818205497118,0
pccv2_n07_grid_r02,3,0.01,0.1,False,4.0,0.16556238906734974,0
pccv2_n07_grid_r03,2,0.01,0.1,False,1.0,0.08919935114660422,0
pccv2_n07_grid_r04,1,0.01,0.1,False,1.0,0.03696513700249836,0
pccv2_n07_grid_r05,5,0.01,0.1,False,4.0,0.41915877008012314,1
pccv2_n07_grid_r06,4,0.01,0.1,False,4.0,0.13112159865983486,0
pccv2_n07_grid_r07,3,0.01,0.1,False,4.0,0.1295457665413833,0
pccv2_n07_grid_r08,2,0.01,0.1,False,4.0,0.10030635334741694,0
pccv2_n07_grid_r09,1,0.01,0.1,False,1.0,0.054370429668889816,0
pccv2_n07_grid_r10,5,0.01,0.1,False,4.0,0.22659726431310312,0
pccv2_n07_grid_r11,4,0.01,0.1,False,4.0,0.14042563656228035,0
pccv2_n07_grid_r12,3,0.01,0.1,False,4.0,0.14997627791447374,0
pccv2_n07_grid_r13,2,0.01,0.1,False,1.0,0.0897522649344988,0
pccv2_n07_grid_r14,1,0.01,0.1,False,4.0,0.2858680713127464,1
pccv2_n07_grid_r15,5,0.01,0.1,False,4.0,0.216278861039821,0
pccv2_n07_grid_r16,4,0.01,0.1,False,4.0,0.23069916331799006,1
pccv2_n07_grid_r17,3,0.01,0.1,False,4.0,0.1399555413999837,0
pccv2_n07_grid_r18,2,0.01,0.1,False,4.0,0.2485262969758087,0
pccv2_n07_grid_r19,1,0.01,0.1,False,4.0,0.1755588081834223,0
pccv2_n07_random_sparse_r00,5,0.01,0.1,False,4.0,0.20877152250034342,1
pccv2_n07_random_sparse_r01,4,0.01,0.1,False,4.0,0.45829471012159084,1
