sample_id,fold,ridge_alpha,threshold,baseline_correct,selected_alpha,selected_score,selected_utility
pccv2_n07_random_sparse_r02,3,0.01,0.1,False,4.0,0.12955577252579903,1
pccv2_n07_random_sparse_r03,2,0.01,0.1,False,4.0,0.439431294078483,1
pccv2_n07_random_sparse_r04,1,0.01,0.1,False,4.0,0.3549902096866859,1
pccv2_n07_random_sparse_r05,5,0.01,0.1,False,4.0,0.11647266273122027,0
pccv2_n07_random_sparse_r06,4,0.01,0.1,False,4.0,0.2977582374970094,1
pccv2_n07_random_sparse_r07,3,0.01,0.1,False,4.0,0.14062846407405408,0
pccv2_n07_random_sparse_r08,2,0.01,0.1,False,1.0,0.019813151435423573,0
pccv2_n07_random_sparse_r09,1,0.01,0.1,False,4.0,0.3130875351855327,1
pccv2_n07_random_sparse_r10,5,0.01,0.1,False,1.0,0.04495796522175686,0
pccv2_n07_random_sparse_r11,4,0.01,0.1,False,4.0,0.32769783671720437,1
pccv2_n07_random_sparse_r12,3,0.01,0.1,False,0.0,0.10426336512782847,0
pccv2_n07_random_sparse_r13,2,0.01,0.1,False,4.0,0.3233726594952541,1
pccv2_n07_random_sparse_r14,1,0.01,0.1,False,4.0,0.25790042790751166,1
pccv2_n07_random_sparse_r15,5,0.01,0.1,False,4.0,0.3041273889183673,1
pccv2_n07_random_sparse_r16,4,0.01,0.1,False,1.0,0.05805880557680068,0
pccv2_n07_random_sparse_r17,3,0.01,0.1,False,4.0,0.2520727676943579,1
pccv2_n07_random_sparse_r18,2,0.01,0.1,False,4.0,0.33830200400839605,1
pccv2_n07_random_sparse_r19,1,0.01,0.1,False,1.0,0.07961572163263951,0
pccv2_n07_row_r00,5,0.01,0.1,False,1.0,0.02690568931118041,0
pccv2_n07_row_r01,4,0.01,0.1,False,1.0,0.09336781339964549,0
pccv2_n07_row_r02,3,0.01,0.1,False,1.0,0.07214040624784951,0
pccv2_n07_row_r03,2,0.01,0.1,False,1.0,-0.0009593407616744071,0
pccv2_n07_row_r04,1,0.01,0.1,False,1.0,0.037271555650180685,0
pccv2_n07_row_r05,5,0.01,0.1,False,1.0,-0.04682079396347159,0
pccv2_n07_row_r06,4,0.01,0.1,False,0.0,0.10103621525788693,0
pccv2_n07_row_r07,3,0.01,0.1,False,1.0,-0.05967369308032038,0
pccv2_n07_row_r08,2,0.01,0.1,False,1.0,0.09106043822639259,0
pccv2_n07_row_r09,1,0.01,0.1,False,1.0,0.03805663639189792,0
pccv2_n07_row_r10,5,0.01,0.1,False,1.0,0.04670902734598954,0
pccv2_n07_row_r11,4,0.01,0.1,False,1.0,0.020180034448003606,0
pccv2_n07_row_r12,3,0.01,0.1,False,1.0,-0.00444585927229673,0
pccv2_n07_row_r13,2,0.01,0.1,False,1.0,0.0959103272185859,0
pccv2_n07_row_r14,1,0.01,0.1,False,1.0,0.04752259919760858,0
pccv2_n07_row_r15,5,0.01,0.1,False,1.0,-0.015025169491476545,0
pccv2_n07_row_r16,4,0.01,0.1,False,1.0,0.0936175305376959,0
pccv2_n07_row_r17,3,0.01,0.1,False,1.0,0.05707846993695893,0
pccv2_n07_row_r18,2,0.01,0.1,False,0.0,0.10217630713016719,0
pccv2_n07_row_r19,1,0.01,0.1,False,1.0,0.035378364214498734,0
pccv2_n08_dense_r00,5,0.01,0.1,False,4.0,0.3764865250005156,0
pccv2_n08_dense_r01,4,0.01,0.1,False,4.0,0.185711956146263,0
pccv2_n08_dense_r02,3,0.01,0.1,False,4.0,0.2716437943253069,0
pccv2_n08_dense_r03,2,0.01,0.1,False,1.0,0.025370079717749808,0
pccv2_n08_dense_r04,1,0.01,0.1,False,1.0,0.038427473209899685,0
pccv2_n08_dense_r05,5,0.01,0.1,False,1.0,0.03774208626585353,0
pccv2_n08_dense_r06,4,0.01,0.1,False,4.0,0.40844726273610404,0
pccv2_n08_dense_r07,3,0.01,0.1,False,1.0,-0.06327497554350815,0
pccv2_n08_dense_r08,2,0.01,0.1,False,4.0,0.12652163906724295,0
pccv2_n08_dense_r09,1,0.01,0.1,False,1.0,-0.017710847438031453,0
pccv2_n08_dense_r10,5,0.01,0.1,False,1.0,0.09475014418037715,0
pccv2_n08_dense_r11,4,0.01,0.1,False,1.0,-0.040706190750915916,0
pccv2_n08_dense_r12,3,0.01,0.1,False,4.0,0.3531622736786408,0
pccv2_n08_dense_r13,2,0.01,0.1,False,1.0,-0.05508367956795732,0
pccv2_n08_dense_r14,1,0.01,0.1,False,4.0,0.2553280422617939,0
pccv2_n08_dense_r15,5,0.01,0.1,False,1.0,-0.01065694054632628,0
pccv2_n08_dense_r16,4,0.01,0.1,False,1.0,-0.0024093619312262893,0
pccv2_n08_dense_r17,3,0.01,0.1,False,4.0,0.310608216794081,0
pccv2_n08_dense_r18,2,0.01,0.1,False,1.0,0.06080234254546596,0
pccv2_n08_dense_r19,1,0.01,0.1,False,1.0,0.038244183938763096,0
pccv2_n08_distractors_r00,5,0.01,0.1,True,1.0,0.038597518436116564,0
pccv2_n08_distractors_r01,4,0.01,0.1,False,1.0,-0.04788384529407218,0
pccv2_n08_distractors_r02,3,0.01,0.1,False,1.0,0.09271698916696734,0
pccv2_n08_distractors_r03,2,0.01,0.1,True,2.0,0.23001851215722094,-1
pccv2_n08_distractors_r04,1,0.01,0.1,True,1.0,0.028246792754375152,0
pccv2_n08_distractors_r05,5,0.01,0.1,True,1.0,0.036390674065851815,0
pccv2_n08_distractors_r06,4,0.01,0.1,False,1.0,-0.06882059831169628,0
pccv2_n08_distractors_r07,3,0.01,0.1,True,1.0,0.036368554764586454,0
pccv2_n08_distractors_r08,2,0.01,0.1,True,1.0,0.01985998556119302,0
pccv2_n08_distractors_r09,1,0.01,0.1,True,1.0,0.09141843538960938,0
pccv2_n08_distractors_r10,5,0.01,0.1,True,1.0,0.02317374468631281,0
pccv2_n08_distractors_r11,4,0.01,0.1,False,1.0,-0.010667040187709016,0
pccv2_n08_distractors_r12,3,0.01,0.1,True,1.0,-0.18036416369492014,0
pccv2_n08_distractors_r13,2,0.01,0.1,True,1.0,0.05755865448954349,0
pccv2_n08_distractors_r14,1,0.01,0.1,True,1.0,0.0595170573999602,0
pccv2_n08_distractors_r15,5,0.01,0.1,True,2.0,0.12350256685651648,-1
pccv2_n08_distractors_r16,4,0.01,0.1,True,1.0,-0.08319220617306532,0
pccv2_n08_distractors_r17,3,0.01,0.1,False,1.0,-0.053189721104487934,0
pccv2_n08_distractors_r18,2,0.01,0.1,False,1.5,0.16236765855780635,1
pccv2_n08_distractors_r19,1,0.01,0.1,True,1.0,-0.025980399403446472,0
pccv2_n08_grid_r00,5,0.01,0.1,False,1.0,-0.04282851702666289,0
pccv2_n08_grid_r01,4,0.01,0.1,False,1.0,-0.04427074176393997,0
pccv2_n08_grid_r02,3,0.01,0.1,False,1.0,-0.029564405108571154,0
pccv2_n08_grid_r03,2,0.01,0.1,False,1.0,-0.013046608783969765,0
pccv2_n08_grid_r04,1,0.01,0.1,False,1.0,-0.01694702253857617,0
pccv2_n08_grid_r05,5,0.01,0.1,False,4.0,0.22080377647862537,0
pccv2_n08_grid_r06,4,0.01,0.1,False,1.0,-0.002438570204358448,0
pccv2_n08_grid_r07,3,0.01,0.1,False,1.0,0.017127760549096545,0
pccv2_n08_grid_r08,2,0.01,0.1,False,1.0,-0.015831395648986432,0
pccv2_n08_grid_r09,1,0.01,0.1,False,1.0,-0.01429270246919557,0
pccv2_n08_grid_r10,5,0.01,0.1,False,1.0,0.03295142370688668,0
pccv2_n08_grid_r11,4,0.01,0.1,False,1.0,-0.059301671794303706,0
pccv2_n08_grid_r12,3,0.01,0.1,False,1.0,-0.05118015920816093,0
pccv2_n08_grid_r13,2,0.01,0.1,False,1.0,-0.0064064617341021285,0
pccv2_n08_grid_r14,1,0.01,0.1,False,1.0,-0.009787287790194008,0
pccv2_n08_grid_r15,5,0.01,0.1,False,1.0,0.07253266007268473,0
pccv2_n08_grid_r16,4,0.01,0.1,False,1.0,0.032934881593877405,0
pccv2_n08_grid_r17,3,0.01,0.1,False,1.0,-0.049314417530024905,0
pccv2_n08_grid_r18,2,0.01,0.1,False,1.0,0.023733052837043814,0
pccv2_n08_grid_r19,1,0.01,0.1,False,1.0,-0.006436797654115542,0
pccv2_n08_random_sparse_r00,5,0.01,0.1,False,1.0,0.028073158855308464,0
pccv2_n08_random_sparse_r01,4,0.01,0.1,False,1.0,-0.055712850390798915,0
pccv2_n08_random_sparse_r02,3,0.01,0.1,False,1.0,0.0008553769066759823,0
pccv2_n08_random_sparse_r03,2,0.01,0.1,False,1.0,0.05456735901679917,0
pccv2_n08_random_sparse_r04,1,0.01,0.1,False,1.0,0.05406302696461883,0
pccv2_n08_random_sparse_r05,5,0.01,0.1,False,1.0,0.03471551690605103,0
pccv2_n08_random_sparse_r06,4,0.01,0.1,False,1.0,0.057885745021324264,0
pccv2_n08_random_sparse_r07,3,0.01,0.1,False,1.0,0.05791349693437504,0
pccv2_n08_random_sparse_r08,2,0.01,0.1,False,1.0,-0.04981338988471082,0
pccv2_n08_random_sparse_r09,1,0.01,0.1,False,4.0,0.3953506806995693,0
pccv2_n08_random_sparse_r10,5,0.01,0.1,False,1.0,0.06403034563311495,0
pccv2_n08_random_sparse_r11,4,0.01,0.1,False,1.0,-0.03723796465042602,0
pccv2_n08_random_sparse_r12,3,0.01,0.1,False,1.0,-0.012129157084164892,0
pccv2_n08_random_sparse_r13,2,0.01,0.1,False,1.0,-0.06959377858319771,0
pccv2_n08_random_sparse_r14,1,0.01,0.1,False,1.0,-0.02139538655294971,0
pccv2_n08_random_sparse_r15,5,0.01,0.1,False,1.0,0.029523484657925494,0
pccv2_n08_random_sparse_r16,4,0.01,0.1,False,1.0,0.0506603067530189,0
pccv2_n08_random_sparse_r17,3,0.01,0.1,False,1.0,0.049116170955040346,0
pccv2_n08_random_sparse_r18,2,0.01,0.1,False,1.0,-0.015157003445560188,0
pccv2_n08_random_sparse_r19,1,0.01,0.1,False,1.0,0.029384817531978018,0
pccv2_n08_row_r00,5,0.01,0.1,False,4.0,0.3189653528893119,0
pccv2_n08_row_r01,4,0.01,0.1,False,4.0,0.3330361968696854,0
pccv2_n08_row_r02,3,0.01,0.1,False,4.0,0.3204721414270209,0
pccv2_n08_row_r03,2,0.01,0.1,False,4.0,0.3848393049731375,0
pccv2_n08_row_r04,1,0.01,0.1,False,4.0,0.1763576882869204,0
pccv2_n08_row_r05,5,0.01,0.1,False,4.0,0.21816252395844962,0
pccv2_n08_row_r06,4,0.01,0.1,False,4.0,0.13607023609489216,0
pccv2_n08_row_r07,3,0.01,0.1,False,4.0,0.26248837088837534,0
pccv2_n08_row_r08,2,0.01,0.1,False,4.0,0.1784344753426968,0
pccv2_n08_row_r09,1,0.01,0.1,False,4.0,0.3532611057986711,0
pccv2_n08_row_r10,5,0.01,0.1,False,4.0,0.33705747125000496,0
pccv2_n08_row_r11,4,0.01,0.1,False,2.0,0.19533918994132218,0
pccv2_n08_row_r12,3,0.01,0.1,False,4.0,0.3416450932020411,0
pccv2_n08_row_r13,2,0.01,0.1,False,4.0,0.33256448138578903,0
pccv2_n08_row_r14,1,0.01,0.1,False,4.0,0.3038346081963373,0
pccv2_n08_row_r15,5,0.01,0.1,False,4.0,0.19217854131495615,0
pccv2_n08_row_r16,4,0.01,0.1,False,4.0,0.38746744922305215,0
pccv2_n08_row_r17,3,0.01,0.1,False,1.0,0.01979074834466675,0
pccv2_n08_row_r18,2,0.01,0.1,False,4.0,0.28950475424387395,0
pccv2_n08_row_r19,1,0.01,0.1,False,4.0,0.35085454793382115,0
pccv2_n09_dense_r00,5,0.01,0.1,False,1.0,0.05980089084346925,0
pccv2_n09_dense_r01,4,0.01,0.1,False,1.0,0.06680456738431238,0
pccv2_n09_dense_r02,3,0.01,0.1,False,1.0,-0.02667511233322705,0
pccv2_n09_dense_r03,2,0.01,0.1,False,1.0,0.038168025374218,0
pccv2_n09_dense_r04,1,0.01,0.1,False,4.0,0.19954415353386812,0
pccv2_n09_dense_r05,5,0.01,0.1,False,4.0,0.22911197112951914,0
pccv2_n09_dense_r06,4,0.01,0.1,False,1.0,0.07868859876832492,0
pccv2_n09_dense_r07,3,0.01,0.1,False,1.0,0.06531136163117018,0
pccv2_n09_dense_r08,2,0.01,0.1,False,4.0,0.12043372513946404,0
pccv2_n09_dense_r09,1,0.01,0.1,False,1.0,0.04965569975156302,0
pccv2_n09_dense_r10,5,0.01,0.1,False,1.0,0.07314589736703168,0
pccv2_n09_dense_r11,4,0.01,0.1,False,4.0,0.10806038189073247,0
pccv2_n09_dense_r12,3,0.01,0.1,False,1.0,0.05283148794420229,0
pccv2_n09_dense_r13,2,0.01,0.1,False,4.0,0.18935734409570032,0
pccv2_n09_dense_r14,1,0.01,0.1,False,1.0,0.034546233913447896,0
pccv2_n09_dense_r15,5,0.01,0.1,False,1.0,0.07534745612364584,0
pccv2_n09_dense_r16,4,0.01,0.1,False,4.0,0.16813216210867094,0
pccv2_n09_dense_r17,3,0.01,0.1,False,1.0,0.06157803807130941,0
pccv2_n09_dense_r18,2,0.01,0.1,False,1.0,-0.03048427780692968,0
pccv2_n09_dense_r19,1,0.01,0.1,False,4.0,0.24987337421957106,0
pccv2_n09_distractors_r00,5,0.01,0.1,False,1.0,0.03456567027662868,0
pccv2_n09_distractors_r01,4,0.01,0.1,True,1.0,-0.2626336768859985,0
pccv2_n09_distractors_r02,3,0.01,0.1,True,1.0,-0.034528774522908916,0
pccv2_n09_distractors_r03,2,0.01,0.1,False,1.0,-0.12696180641167343,0
pccv2_n09_distractors_r04,1,0.01,0.1,False,2.0,0.14259907362163896,1
pccv2_n09_distractors_r05,5,0.01,0.1,False,1.0,-0.014755341994420992,0
pccv2_n09_distractors_r06,4,0.01,0.1,False,1.0,-0.059608393546384114,0
pccv2_n09_distractors_r07,3,0.01,0.1,True,1.0,-0.017754351676792172,0
pccv2_n09_distractors_r08,2,0.01,0.1,True,1.0,0.08508214941294394,0
pccv2_n09_distractors_r09,1,0.01,0.1,True,2.0,0.2652401505619026,-1
pccv2_n09_distractors_r10,5,0.01,0.1,False,1.0,-0.04066790581401949,0
pccv2_n09_distractors_r11,4,0.01,0.1,False,1.0,-0.027102307097439857,0
pccv2_n09_distractors_r12,3,0.01,0.1,False,1.0,0.0099324229162493,0
pccv2_n09_distractors_r13,2,0.01,0.1,True,2.0,0.11049854876911595,0
pccv2_n09_distractors_r14,1,0.01,0.1,True,1.0,0.09723106137269767,0
pccv2_n09_distractors_r15,5,0.01,0.1,True,1.5,0.18333316378693518,0
pccv2_n09_distractors_r16,4,0.01,0.1,False,1.0,-0.03418738265972478,0
pccv2_n09_distractors_r17,3,0.01,0.1,False,1.0,0.01964390785592663,0
pccv2_n09_distractors_r18,2,0.01,0.1,False,1.0,-0.1534489806641568,0
pccv2_n09_distractors_r19,1,0.01,0.1,False,2.0,0.1545074907617389,1
pccv2_n09_grid_r00,5,0.01,0.1,False,1.0,-0.04618400292196826,0
pccv2_n09_grid_r01,4,0.01,0.1,False,1.0,0.026944413534906526,0
pccv2_n09_grid_r02,3,0.01,0.1,False,1.0,0.014168223997740655,0
pccv2_n09_grid_r03,2,0.01,0.1,False,4.0,0.19806782040647958,0
pccv2_n09_grid_r04,1,0.01,0.1,False,1.0,-0.035714775183178546,0
pccv2_n09_grid_r05,5,0.01,0.1,False,4.0,0.1924900066980486,0
pccv2_n09_grid_r06,4,0.01,0.1,False,1.0,0.01627981713702233,0
pccv2_n09_grid_r07,3,0.01,0.1,False,1.0,0.09654367684236835,0
pccv2_n09_grid_r08,2,0.01,0.1,False,4.0,0.1833373176719288,0
pccv2_n09_grid_r09,1,0.01,0.1,False,1.0,-0.05641550713300102,0
pccv2_n09_grid_r10,5,0.01,0.1,False,1.0,0.09537024035541865,0
pccv2_n09_grid_r11,4,0.01,0.1,False,4.0,0.17703503206692062,0
pccv2_n09_grid_r12,3,0.01,0.1,False,1.0,0.00519104872356478,0
pccv2_n09_grid_r13,2,0.01,0.1,False,1.5,0.10309203406099346,0
pccv2_n09_grid_r14,1,0.01,0.1,False,0.0,0.11497024299299623,0
pccv2_n09_grid_r15,5,0.01,0.1,False,1.0,-0.06511849990401997,0
pccv2_n09_grid_r16,4,0.01,0.1,False,1.0,-0.035267153163979534,0
pccv2_n09_grid_r17,3,0.01,0.1,False,4.0,0.1392143958728313,0
pccv2_n09_grid_r18,2,0.01,0.1,False,1.0,0.08123300332193942,0
pccv2_n09_grid_r19,1,0.01,0.1,False,4.0,0.10039499849814576,0
pccv2_n09_random_sparse_r00,5,0.01,0.1,False,4.0,0.11903141352091412,0
pccv2_n09_random_sparse_r01,4,0.01,0.1,False,1.0,-0.011791420949721949,0
pccv2_n09_random_sparse_r02,3,0.01,0.1,False,1.0,0.04986897526168087,0
pccv2_n09_random_sparse_r03,2,0.01,0.1,False,0.0,0.10686854742985537,0
pccv2_n09_random_sparse_r04,1,0.01,0.1,False,4.0,0.14919719882239102,0
pccv2_n09_random_sparse_r05,5,0.01,0.1,False,1.0,0.058785370875463,0
pccv2_n09_random_sparse_r06,4,0.01,0.1,False,4.0,0.1358656938554595,0
pccv2_n09_random_sparse_r07,3,0.01,0.1,False,1.0,0.04636498818074004,0
pccv2_n09_random_sparse_r08,2,0.01,0.1,False,1.0,0.07514991213586682,0
pccv2_n09_random_sparse_r09,1,0.01,0.1,False,1.0,0.094164586686308,0
pccv2_n09_random_sparse_r10,5,0.01,0.1,False,1.0,-0.04197895148485431,0
pccv2_n09_random_sparse_r11,4,0.01,0.1,False,4.0,0.14786506874317595,0
pccv2_n09_random_sparse_r12,3,0.01,0.1,False,1.0,0.041399174362110366,0
pccv2_n09_random_sparse_r13,2,0.01,0.1,False,1.0,-0.02008625296426177,0
pccv2_n09_random_sparse_r14,1,0.01,0.1,False,4.0,0.16132887844070848,0
pccv2_n09_random_sparse_r15,5,0.01,0.1,False,4.0,0.14167343819443434,0
pccv2_n09_random_sparse_r16,4,0.01,0.1,False,1.0,0.004729835927504216,0
pccv2_n09_random_sparse_r17,3,0.01,0.1,False,1.0,0.01639640436031326,0
pccv2_n09_random_sparse_r18,2,0.01,0.1,False,1.0,0.07114983410909,0
pccv2_n09_random_sparse_r19,1,0.01,0.1,False,1.0,0.05471070246827496,0
pccv2_n09_row_r00,5,0.01,0.1,False,1.0,0.028802448726662114,0
pccv2_n09_row_r01,4,0.01,0.1,False,1.0,0.056773075693452246,0
pccv2_n09_row_r02,3,0.01,0.1,False,1.0,0.06738456734859771,0
pccv2_n09_row_r03,2,0.01,0.1,False,1.0,0.07287232755095492,0
pccv2_n09_row_r04,1,0.01,0.1,False,4.0,0.24446158058953,0
pccv2_n09_row_r05,5,0.01,0.1,False,1.0,0.03913818689691438,0
pccv2_n09_row_r06,4,0.01,0.1,False,1.0,0.05768769178217786,0
pccv2_n09_row_r07,3,0.01,0.1,False,1.0,-0.03717521960001995,0
pccv2_n09_row_r08,2,0.01,0.1,False,1.0,0.07213086807668663,0
pccv2_n09_row_r09,1,0.01,0.1,False,1.0,0.03344487872794309,0
pccv2_n09_row_r10,5,0.01,0.1,False,1.0,0.08388717961392593,0
pccv2_n09_row_r11,4,0.01,0.1,False,1.0,0.06045878205687594,0
pccv2_n09_row_r12,3,0.01,0.1,False,1.0,0.02393945145185889,0
pccv2_n09_row_r13,2,0.01,0.1,False,1.0,0.02026392772262227,0
pccv2_n09_row_r14,1,0.01,0.1,False,1.0,-0.04043203329677814,0
pccv2_n09_row_r15,5,0.01,0.1,False,1.0,0.06697855733144804,0
pccv2_n09_row_r16,4,0.01,0.1,False,1.0,0.07497994948830912,0
pccv2_n09_row_r17,3,0.01,0.1,False,1.0,0.022084335188039046,0
pccv2_n09_row_r18,2,0.01,0.1,False,1.0,0.038251570783583724,0
pccv2_n09_row_r19,1,0.01,0.1,False,1.0,0.0485403523988963,0
pccv2_n10_dense_r00,5,0.01,0.1,False,1.0,0.0792552840692146,0
pccv2_n10_dense_r01,4,0.01,0.1,False,4.0,0.18481368687166194,0
pccv2_n10_dense_r02,3,0.01,0.1,False,1.5,0.13868429260198853,0
pccv2_n10_dense_r03,2,0.01,0.1,False,1.0,0.081071595046552,0
pccv2_n10_dense_r04,1,0.01,0.1,False,1.0,0.016284411939520946,0
pccv2_n10_dense_r05,5,0.01,0.1,False,1.0,0.06295196673748456,0
pccv2_n10_dense_r06,4,0.01,0.1,False,1.0,0.039903403450297595,0
pccv2_n10_dense_r07,3,0.01,0.1,False,1.0,0.040062563946832226,0
pccv2_n10_dense_r08,2,0.01,0.1,False,1.0,0.07935946776052129,0
pccv2_n10_dense_r09,1,0.01,0.1,False,1.0,0.02987366432322091,0
pccv2_n10_dense_r10,5,0.01,0.1,False,1.0,0.006725665763664367,0
pccv2_n10_dense_r11,4,0.01,0.1,False,1.0,0.04976300970853138,0
pccv2_n10_dense_r12,3,0.01,0.1,False,1.0,0.05215809263680779,0
pccv2_n10_dense_r13,2,0.01,0.1,False,1.0,-0.021031782583292233,0
pccv2_n10_dense_r14,1,0.01,0.1,False,1.0,0.08015136727379028,0
pccv2_n10_dense_r15,5,0.01,0.1,False,1.0,0.05097360179974227,0
pccv2_n10_dense_r16,4,0.01,0.1,False,1.0,0.09728306789940964,0
pccv2_n10_dense_r17,3,0.01,0.1,False,4.0,0.23280983719427045,0
pccv2_n10_dense_r18,2,0.01,0.1,False,1.0,-0.06469021012673666,0
pccv2_n10_dense_r19,1,0.01,0.1,False,1.0,0.028592006459103467,0
pccv2_n10_distractors_r00,5,0.01,0.1,False,1.5,0.1493006012360439,0
pccv2_n10_distractors_r01,4,0.01,0.1,False,1.0,0.013514039547498986,0
pccv2_n10_distractors_r02,3,0.01,0.1,False,1.5,0.4660999502908437,1
pccv2_n10_distractors_r03,2,0.01,0.1,False,1.5,0.13866371809402903,1
pccv2_n10_distractors_r04,1,0.01,0.1,False,1.5,0.36468331714260827,1
pccv2_n10_distractors_r05,5,0.01,0.1,False,1.5,0.6524641295856727,1
pccv2_n10_distractors_r06,4,0.01,0.1,True,1.0,-1.7271737445958584,0
pccv2_n10_distractors_r07,3,0.01,0.1,True,1.5,1.8537184816497554,-1
pccv2_n10_distractors_r08,2,0.01,0.1,False,1.0,-0.7150784964953515,0
pccv2_n10_distractors_r09,1,0.01,0.1,False,2.0,0.5457030267118913,1
pccv2_n10_distractors_r10,5,0.01,0.1,True,1.5,1.1598845909938378,-1
pccv2_n10_distractors_r11,4,0.01,0.1,False,1.5,26.457567491820715,0
pccv2_n10_distractors_r12,3,0.01,0.1,True,1.5,2.106484540710506,0
pccv2_n10_distractors_r13,2,0.01,0.1,False,1.5,0.48528237182931616,1
pccv2_n10_distractors_r14,1,0.01,0.1,False,1.5,0.43439475722850074,1
pccv2_n10_distractors_r15,5,0.01,0.1,False,1.5,0.1944272443942874,0
pccv2_n10_distractors_r16,4,0.01,0.1,False,1.5,0.4708550597595872,1
pccv2_n10_distractors_r17,3,0.01,0.1,True,1.0,-3.2712690985352264,0
pccv2_n10_distractors_r18,2,0.01,0.1,False,1.0,0.02184865811670425,0
pccv2_n10_distractors_r19,1,0.01,0.1,False,2.0,0.2203831595825372,1
pccv2_n10_grid_r00,5,0.01,0.1,False,2.0,0.16886900056919826,0
pccv2_n10_grid_r01,4,0.01,0.1,False,0.0,0.12042440953347401,0
pccv2_n10_grid_r02,3,0.01,0.1,False,1.0,0.07582369467325945,0
pccv2_n10_grid_r03,2,0.01,0.1,False,1.0,0.09642318611441615,0
pccv2_n10_grid_r04,1,0.01,0.1,False,1.0,0.09269438015622182,0
pccv2_n10_grid_r05,5,0.01,0.1,False,4.0,0.10049281838012293,0
pccv2_n10_grid_r06,4,0.01,0.1,False,1.0,0.04561438234801257,0
pccv2_n10_grid_r07,3,0.01,0.1,False,2.0,0.11650342074351261,0
pccv2_n10_grid_r08,2,0.01,0.1,False,2.0,0.44928898340103257,0
pccv2_n10_grid_r09,1,0.01,0.1,False,2.0,0.10218179761960071,0
pccv2_n10_grid_r10,5,0.01,0.1,False,0.0,0.11451845362000783,0
pccv2_n10_grid_r11,4,0.01,0.1,False,0.0,0.1339943994987287,0
pccv2_n10_grid_r12,3,0.01,0.1,False,0.0,0.12160531988447659,0
pccv2_n10_grid_r13,2,0.01,0.1,False,2.0,0.2337534756927129,0
pccv2_n10_grid_r14,1,0.01,0.1,False,2.0,0.20134081722354977,0
pccv2_n10_grid_r15,5,0.01,0.1,False,0.0,0.11201883817096826,0
pccv2_n10_grid_r16,4,0.01,0.1,False,1.0,0.0714078533594517,0
pccv2_n10_grid_r17,3,0.01,0.1,False,1.0,0.09184741622095705,0
pccv2_n10_grid_r18,2,0.01,0.1,False,1.0,0.08542535097901859,0
pccv2_n10_grid_r19,1,0.01,0.1,False,0.0,0.10897617688362203,0
pccv2_n10_random_sparse_r00,5,0.01,0.1,False,1.0,0.09567227430493243,0
pccv2_n10_random_sparse_r01,4,0.01,0.1,False,0.0,0.10645250792330781,0
pccv2_n10_random_sparse_r02,3,0.01,0.1,False,1.0,-0.02580306704569845,0
pccv2_n10_random_sparse_r03,2,0.01,0.1,False,2.0,0.12085995314709995,0
pccv2_n10_random_sparse_r04,1,0.01,0.1,False,2.0,0.1015427961951608,0
pccv2_n10_random_sparse_r05,5,0.01,0.1,False,1.0,0.07203861195923793,0
pccv2_n10_random_sparse_r06,4,0.01,0.1,False,0.0,0.15078508215479658,0
pccv2_n10_random_sparse_r07,3,0.01,0.1,False,1.0,0.051419132186913415,0
pccv2_n10_random_sparse_r08,2,0.01,0.1,False,1.0,0.09924393301356345,0
pccv2_n10_random_sparse_r09,1,0.01,0.1,False,1.0,0.04192624531599547,0
pccv2_n10_random_sparse_r10,5,0.01,0.1,False,1.0,0.0912111678412411,0
pccv2_n10_random_sparse_r11,4,0.01,0.1,False,0.0,0.14248472464547907,0
pccv2_n10_random_sparse_r12,3,0.01,0.1,False,1.0,0.008584598798856096,0
pccv2_n10_random_sparse_r13,2,0.01,0.1,False,0.0,0.12443142031359995,0
pccv2_n10_random_sparse_r14,1,0.01,0.1,False,0.0,0.11581403510613363,0
pccv2_n10_random_sparse_r15,5,0.01,0.1,False,1.0,0.07120427558172047,0
pccv2_n10_random_sparse_r16,4,0.01,0.1,False,0.0,0.12012071055959846,0
pccv2_n10_random_sparse_r17,3,0.01,0.1,False,1.0,0.029014062586340268,0
pccv2_n10_random_sparse_r18,2,0.01,0.1,False,1.0,0.09477403218840165,0
pccv2_n10_random_sparse_r19,1,0.01,0.1,False,0.0,0.10479881599508077,0
pccv2_n10_row_r00,5,0.01,0.1,False,1.0,0.03067161439584186,0
pccv2_n10_row_r01,4,0.01,0.1,False,1.0,-0.059596322678868906,0
pccv2_n10_row_r02,3,0.01,0.1,False,4.0,0.17673368496993408,0
pccv2_n10_row_r03,2,0.01,0.1,False,1.0,-0.006662146690150055,0
pccv2_n10_row_r04,1,0.01,0.1,False,1.0,0.036507834326883246,0
pccv2_n10_row_r05,5,0.01,0.1,False,1.0,-0.06015151196901256,0
pccv2_n10_row_r06,4,0.01,0.1,False,4.0,0.1958378846866139,0
pccv2_n10_row_r07,3,0.01,0.1,False,1.0,-0.04257448102003602,0
pccv2_n10_row_r08,2,0.01,0.1,False,2.0,0.22472205633274037,0
pccv2_n10_row_r09,1,0.01,0.1,False,1.0,0.09169661656645371,0
pccv2_n10_row_r10,5,0.01,0.1,False,1.0,0.004542723518741708,0
pccv2_n10_row_r11,4,0.01,0.1,False,0.0,0.12467738790610951,0
pccv2_n10_row_r12,3,0.01,0.1,False,1.0,-0.04738509270327791,0
pccv2_n10_row_r13,2,0.01,0.1,False,4.0,0.20299495478227197,0
pccv2_n10_row_r14,1,0.01,0.1,False,4.0,0.17684517249792528,0
