scope,n,baseline_correct,baseline_wrong,baseline_accuracy,post_correct,post_accuracy,accuracy_change,accuracy_change_ci95_low,accuracy_change_ci95_high,repairs,breaks,net_repairs,repair_rate_among_wrong,break_rate_among_correct,intervention_rate,mcnemar_exact_p,primary_success
ALL4000,4000,2597,1403,0.64925,2682,0.6705,0.02124999999999999,0.015,0.02775,130,45,85,0.09265858873841767,0.01732768579129765,0.2,9.176008562725051e-11,True
